simulated.data...1.	rep.num.plants.per.plot..nrow.simulated.data..	binomial.rvs.1	binomial.rvs.2	binomial.rvs.3	binomial.rvs.4	binomial.rvs.5	binomial.rvs.6	binomial.rvs.7	binomial.rvs.8	binomial.rvs.9	binomial.rvs.10	binomial.rvs.11	binomial.rvs.12	binomial.rvs.13	binomial.rvs.14	binomial.rvs.15	binomial.rvs.16	binomial.rvs.17	binomial.rvs.18	binomial.rvs.19	binomial.rvs.20	binomial.rvs.21	binomial.rvs.22	binomial.rvs.23	binomial.rvs.24	binomial.rvs.25	binomial.rvs.26	binomial.rvs.27	binomial.rvs.28	binomial.rvs.29	binomial.rvs.30	binomial.rvs.31	binomial.rvs.32	binomial.rvs.33	binomial.rvs.34	binomial.rvs.35	binomial.rvs.36	binomial.rvs.37	binomial.rvs.38	binomial.rvs.39	binomial.rvs.40	binomial.rvs.41	binomial.rvs.42	binomial.rvs.43	binomial.rvs.44	binomial.rvs.45	binomial.rvs.46	binomial.rvs.47	binomial.rvs.48	binomial.rvs.49	binomial.rvs.50	binomial.rvs.51	binomial.rvs.52	binomial.rvs.53	binomial.rvs.54	binomial.rvs.55	binomial.rvs.56	binomial.rvs.57	binomial.rvs.58	binomial.rvs.59	binomial.rvs.60	binomial.rvs.61	binomial.rvs.62	binomial.rvs.63	binomial.rvs.64	binomial.rvs.65	binomial.rvs.66	binomial.rvs.67	binomial.rvs.68	binomial.rvs.69	binomial.rvs.70	binomial.rvs.71	binomial.rvs.72	binomial.rvs.73	binomial.rvs.74	binomial.rvs.75	binomial.rvs.76	binomial.rvs.77	binomial.rvs.78	binomial.rvs.79	binomial.rvs.80	binomial.rvs.81	binomial.rvs.82	binomial.rvs.83	binomial.rvs.84	binomial.rvs.85	binomial.rvs.86	binomial.rvs.87	binomial.rvs.88	binomial.rvs.89	binomial.rvs.90	binomial.rvs.91	binomial.rvs.92	binomial.rvs.93	binomial.rvs.94	binomial.rvs.95	binomial.rvs.96	binomial.rvs.97	binomial.rvs.98	binomial.rvs.99	binomial.rvs.100
CI64	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	9	9	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	9	9	10	10	10	10	10	9	10	10	10	10	10	10	10	9	9	10
CI66	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	9	10	10	10	9	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	9	9	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9
CI90C	10	10	10	10	10	10	10	10	10	10	10	10	10	10	8	10	10	10	10	10	10	9	9	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	9
CI91B	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	9	10	10	10	10	10	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10
CM105	10	9	9	10	8	10	9	9	10	8	10	10	9	10	10	8	9	9	10	10	10	8	10	8	10	9	9	7	9	10	10	10	10	10	9	9	10	10	10	10	9	10	10	10	9	9	9	9	10	10	10	10	9	10	10	10	10	10	9	10	9	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	9	10	9	9	8	9	10	9	10	10	10	9	10	10	10	8	8	10	10	9	10	10	10	9	9
CM174	10	10	10	10	9	9	10	7	10	9	10	10	10	10	10	10	9	6	9	10	10	9	9	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	8	10	9	10	9	10	10	10	10	8	10	10	8	9	9	9	9	10	10	10	8	10	10	10	10	9	10	10	10	9	9	10	10	9	10	10	9	9	10	9	10	9	9	9	10	10	9	10	10	10	10	10	10
CM37	10	10	10	10	10	10	10	10	10	9	10	10	10	9	10	9	10	10	10	9	9	10	10	10	8	9	9	9	9	10	10	10	9	10	10	10	9	10	10	10	9	10	10	10	9	8	10	10	9	10	10	10	10	10	9	10	8	10	9	10	10	10	10	10	10	10	10	10	9	9	10	10	8	9	10	9	10	10	10	10	10	10	10	10	10	9	9	10	9	9	10	10	10	10	10	9	9	8	10	9	9
CM7	10	10	10	10	10	10	9	9	10	10	9	9	10	10	9	10	8	10	8	8	10	10	9	7	10	9	10	9	10	10	9	10	9	10	10	10	10	10	10	10	10	9	10	9	10	9	10	10	8	9	9	9	10	9	10	10	9	10	10	9	10	10	9	10	10	10	9	8	9	10	10	10	8	7	10	9	9	10	10	8	10	9	9	10	10	10	10	8	8	10	9	10	10	10	9	10	10	10	10	10	9
CML10	10	10	10	10	10	9	9	10	10	10	9	10	10	10	10	10	10	10	10	10	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	9	10	10	9	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
CML103	10	10	10	10	10	10	10	9	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	9	10	10	10	9	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	9	9	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	9	10	10	10	10	10	10	10	10
CML108	10	10	10	10	10	10	10	10	10	10	9	9	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10
CML11	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	9	10	10	10	10	10	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	9	10	10	10	9	10
CML14	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9
CML154Q	10	10	10	10	9	10	10	10	10	10	9	10	9	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	9	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10
CML157Q	10	10	10	10	10	10	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	9	10	10	9	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
CML158Q	10	9	9	10	10	10	10	10	10	9	9	10	10	9	9	10	10	9	10	8	10	8	8	10	10	9	7	10	9	10	9	10	10	9	10	9	10	10	10	10	10	10	10	10	9	10	9	10	9	10	10	8	9	9	9	10	9	10	10	9	10	10	9	10	10	9	10	10	10	9	8	9	10	10	10	8	7	10	9	9	10	10	8	10	9	9	10	10	10	10	8	8	10	9	10	10	10	9	10	10	10
CML218	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10
CML220	10	10	9	10	10	8	10	8	8	10	10	9	7	10	9	10	9	10	10	9	10	9	10	10	10	10	10	10	10	10	9	10	9	10	9	10	10	8	9	9	9	10	9	10	10	9	10	10	9	10	10	9	10	10	10	9	8	9	10	10	10	8	7	10	9	9	10	10	8	10	9	9	10	10	10	10	8	8	10	9	10	10	10	9	10	10	10	10	10	9	9	10	9	9	9	9	10	10	9	10	10
CML228	10	9	10	10	10	10	10	10	10	10	9	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	9	10	10	10	9	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	9	9	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	9	10	10	10	10	10
CML238	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	9	10	10	10	9	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	9	9	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9
CML247	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9
CML254	10	10	10	10	10	9	10	10	10	10	10	10	10	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	9	10	10	10	10	10	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	9	10	10	10	9	10	10	10	10	10	10	10	10	10	10	9	10
CML258	10	10	10	10	10	10	8	10	10	10	10	10	10	9	9	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10
CML261	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	9	10	10	10	10	10	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	9	10	10
CML264	10	10	10	10	10	10	10	9	10	10	10	10	10	9	10	9	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	9	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
CML277	10	10	10	10	10	10	10	10	10	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	9	10	10	9	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
CML281	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10
CML287	10	9	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	9	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10
CML311	10	10	10	9	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	8	10	9	10	9	10	10	10	10	8	10	10	8	9	9	9	9	10	10	10	8	10	10	10	10	9	10	10	10	9	9	10	10	9	10	10	9	9	10	9	10	9	9	9	10	10	9	10	10	10	10	10	10	9	10	9	10	9	10	10	10	10	10	10	10	9	9	9	9	10	9	8	10	10	9
CML314	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
CML321	10	10	10	10	10	10	10	10	9	10	9	9	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	9	9	10	10	10	10	10	9	10	10	10	10	10	10	10	9	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
CML322	10	8	10	10	10	9	10	10	9	10	9	10	10	10	10	10	10	10	10	9	10	9	10	9	10	10	8	9	9	9	10	9	10	10	9	10	10	9	10	10	9	10	10	10	9	8	9	10	10	10	8	7	10	9	9	10	10	8	10	9	9	10	10	10	10	8	8	10	9	10	10	10	9	10	10	10	10	10	9	9	10	9	9	9	9	10	10	9	10	10	10	10	9	10	9	10	10	10	9	8	9
CML323	10	8	9	10	10	10	10	10	9	10	9	10	10	7	9	10	10	10	10	9	8	10	10	10	8	10	10	9	10	10	10	10	8	10	9	10	10	9	10	10	10	10	10	9	10	9	8	8	10	10	10	8	10	10	10	10	10	10	10	10	9	9	10	9	10	9	10	7	10	9	8	10	9	10	10	10	9	10	9	10	10	9	10	10	10	10	9	10	9	8	9	9	9	10	10	7	10	9	10	10	10
CML328	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	9	10	10	10	9	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	9	9	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
CML331	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
CML332	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	9	10	10	10	10	10	10	10	10	10
CML333	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	9	10	10	10	10	10	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	9	10	10	10	9	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	9	10
CML341	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	9	10	10	10	10	10	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	9	10	10	10	9	10	10	10	10	10	10	10	10	10
CML38	10	9	10	10	10	10	10	9	10	10	10	9	9	9	9	10	10	10	10	9	10	10	10	10	10	9	10	9	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	9	10	9	9	8	9	10	9	10	10	10	9	10	10	10	8	8	10	10	9	10	10	10	9	9	10	10	10	10	10	10	10	9	8	9	10	9	9	10	10	10	10	10	10	10	9	10	10	10	10	10	10	9	10	10	8	10	10
CML45	10	10	10	10	9	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	9	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10
CML5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	9	10	10	9	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9
CML52	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	9	10	10	9	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10
CML61	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
CML69	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	9	9	10	10	10	10	10	9	10	10	10	10	10	10	10	9	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
CML77	10	8	10	10	10	10	10	9	10	10	10	9	8	10	10	9	10	10	10	10	10	9	10	8	10	9	10	10	10	10	10	10	10	10	10	9	9	10	10	8	9	10	9	10	10	10	10	10	10	10	10	10	9	9	10	9	9	10	10	10	10	10	9	9	8	10	9	9	10	9	10	10	9	10	10	9	10	9	10	9	10	10	10	10	9	10	10	10	10	9	10	10	9	10	10	10	10	10	9	10	10
CML91	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	9	9	10	10	10	10	10	9	10	10	10	10	10	10	10	9	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	9	10	9	10	10	10	10	10	10	10	10
CML92	10	10	10	10	10	10	10	10	10	9	10	10	10	9	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	9	9	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	8	10	10	10	10	10	9	10	10	10	10	10	9	10	10	10	10
CMV3	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	7	9	10	9	10	10	10	10	9	9	9	10	10	9	10	10	9	10	10	10	10	10	10	10	9	10	10	10	10	8	9	10	10	10	9	10	9	9	10	10	8	9	10	10	9	10	10	10	10	10	10	10	9	10	10	10	10	9	10	10	10	10	8	10	8	10	9	10	10	9	10	10	9	10	10	10	10	9	10	8	9	10	9	10	10
CO106	10	10	10	9	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	9	10	10	10	10	10	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	9	10	10	10	9	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10
CO125	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	9	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10
CO255	10	10	8	10	8	10	9	10	9	10	10	10	10	8	10	10	8	9	9	9	9	10	10	10	8	10	10	10	10	9	10	10	10	9	9	10	10	9	10	10	9	9	10	9	10	9	9	9	10	10	9	10	10	10	10	10	10	9	10	9	10	9	10	10	10	10	10	10	10	9	9	9	9	10	9	8	10	10	9	9	9	9	10	10	9	10	9	10	10	9	9	10	9	10	9	9	10	9	9	10	10
D940Y	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10
DE_2	10	9	9	10	8	9	9	9	10	9	10	10	9	10	10	9	10	10	9	10	10	10	9	8	9	10	10	10	8	7	10	9	9	10	10	8	10	9	9	10	10	10	10	8	8	10	9	10	10	10	9	10	10	10	10	10	9	9	10	9	9	9	9	10	10	9	10	10	10	10	9	10	9	10	10	10	9	8	9	8	10	8	10	9	10	10	10	9	9	10	10	10	9	10	9	10	10	7	9	10	9
DE_3	10	10	9	9	10	9	10	10	10	10	8	10	9	10	10	9	10	10	10	10	10	9	10	9	8	8	10	10	10	8	10	10	10	10	10	10	10	10	9	9	10	9	10	9	10	7	10	9	8	10	9	10	10	10	9	10	9	10	10	9	10	10	10	10	9	10	9	8	9	9	9	10	10	7	10	9	10	10	10	8	10	10	10	10	10	8	9	10	10	9	8	9	10	10	8	9	9	9	10	10	10
DE1	10	10	7	10	10	7	9	10	9	10	10	10	10	9	9	9	10	10	9	10	10	9	10	10	10	10	10	10	10	9	10	10	10	10	8	9	10	10	10	9	10	9	9	10	10	8	9	10	10	9	10	10	10	10	10	10	10	9	10	10	10	10	9	10	10	10	10	8	10	8	10	9	10	10	9	10	10	9	10	10	10	10	9	10	8	9	10	9	10	10	9	10	9	10	8	10	10	9	7	8	10
DE811	10	9	9	10	10	10	10	10	8	10	10	9	10	9	8	9	10	9	10	10	7	9	9	10	10	10	10	9	10	9	9	10	9	10	10	10	10	10	9	9	10	10	10	8	10	9	10	9	10	10	10	8	9	10	9	7	9	9	10	10	10	10	10	10	10	10	8	10	10	10	10	10	9	9	10	10	9	8	10	9	10	9	10	9	10	9	9	9	10	9	10	10	10	8	9	8	9	8	8	9	9
E2558W	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	9	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
EP1	10	10	10	9	10	8	9	9	9	9	10	10	10	8	10	10	10	10	9	10	10	10	9	9	10	10	9	10	10	9	9	10	9	10	9	9	9	10	10	9	10	10	10	10	10	10	9	10	9	10	9	10	10	10	10	10	10	10	9	9	9	9	10	9	8	10	10	9	9	9	9	10	10	9	10	9	10	10	9	9	10	9	10	9	9	10	9	9	10	10	9	9	10	10	10	10	10	10	10	10	10
F2834T	10	9	9	10	10	10	10	10	10	10	10	10	10	9	9	10	10	8	9	10	9	10	10	10	10	10	10	10	10	10	9	9	10	9	9	10	10	10	10	10	9	9	8	10	9	9	10	9	10	10	9	10	10	9	10	9	10	9	10	10	10	10	9	10	10	10	10	9	10	10	9	10	10	10	10	10	9	10	10	10	10	10	8	10	9	9	10	9	10	9	10	10	10	9	10	9	10	10	10	9	10
F44	10	10	10	9	10	10	10	10	10	10	10	10	9	10	10	10	10	9	9	10	10	10	10	10	9	10	10	10	10	10	10	10	9	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	9	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	8	10	10
F6	10	9	10	9	9	10	10	10	10	10	9	10	9	8	8	10	10	10	8	10	10	10	10	10	10	10	10	9	9	10	9	10	9	10	7	10	9	8	10	9	10	10	10	9	10	9	10	10	9	10	10	10	10	9	10	9	8	9	9	9	10	10	7	10	9	10	10	10	8	10	10	10	10	10	8	9	10	10	9	8	9	10	10	8	9	9	9	10	10	10	9	10	10	9	10	9	10	9	9	10	10
F7	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	9	10	10	10	8	9	10	10	10	10	9	10	10	10	10	10	9	10
